,user_name,user_description,text,hashtags,source
1340,Toysforlife,What do you mean cards are not made for the spokes on your bicycle??,The limited drop of Air Yeezy 2 Pure Platinum is closing soon. Use my code 4Z6PM and we both get additional entries in the Drop! https://t.co/MUul2UzdAL,,Twitter for iPhone
1341,Handsome International Men,https://t.co/ieMz2vUgvG 💕,"May 14th,2023 
14K Posts = 200 Countries
The Most Influential and Powerful of Nike Ardilla in the World. https://t.co/avyfXB9m4z",,Twitter for Android
1342,HeavensDevils,,The limited drop of Air Yeezy 2 Pure Platinum is closing soon. Use my code 4Z6PM and we both get additional entries in the Drop! https://t.co/bFn45Q9iWd,,Twitter for iPhone
1343,andrewmatson,"Rich home life + writer/editor + Hunter MSW, 2023 

https://t.co/mQ3TpbVgm2 / https://t.co/kgAEpjcFCx / https://t.co/MTDjHV6rhA…",Two cool GR shoes that brands have apparently removed from the market to create fake scarcity: adidas Pro Model and Nike Cortez,,Twitter Web App
1344,Essendon Royals SC,"The club was established in 1959 by the local Italian community, namely from the Italian city of Trieste, as Unione Sportiva Triestina, Sporting Union Triestina","⚽🏆 Mid-week football magic is coming your way! Get ready for an electrifying Senior Women's Nike FC Cup Round 4 clash as Essendon Royals take on Caroline Springs George Cross! 🏆⚽

Join us tomorrow night at Cross Keys Reserve. Kick-off at 7:30 PM! 🌟⌚ https://t.co/0BWnl2EJHm",,Publer.io
1345,Midwest Redneck,Just because it's a conspiracy theory doesn't mean it's not true! #Pathead #ConspiracyPilled,"@BoSnerdley @americanwire_ Wow, between this and Colin Koepernick, how could you not be rushing to the Nike aisle?",,Twitter for Android
1346,shotcaller,@contactmyrus https://t.co/f9KYcFnyoG,day of game two heat versus bucks shot caller stream and black top versus jordans rematchs,,Twitter for iPhone
1347,Shrrene Minard,"Sassy,Sarcastic & a little strange. A Mom,Wife,Friend,Sister, Daughter.Abuse & Trauma survivor. I am in active recovery living the recovery life out loud!",Check out this listing I just added to my #Poshmark closet: NASCAR Dale Earnhardt Jr Adidas National Guard Amp Energy Jacket Sz 2XL. https://t.co/osXGABlmOb #shopmycloset @poshmarkapp,['Poshmark'],Poshmark
1348,👟 Deadstock Deals 👟,"👟Top Rated Discounts and Sales on Amazon and Limited Sneakers!
👟Early Links for Exclusive Releases!
👟All Links from 100% Authentic Retailers!","Billy Strings NYE 12/30-31/2022 New Orleans Uncut Tour Art Print Poster #/10 AP | eBay
US $319.99

CLICK FOR DEAL LINK!
https://t.co/qCkfchJ0OZ

#TheNorthFace #Nike #adidas #Hypebeast #Amazon #eBay #AmazonDeals #DailyDeals #eBayDeals https://t.co/3572n2nK85",,Blog2Social APP
1349,J-Millz,God 1st. 🙌🏾 Proud Dad 💪🏾 Proud Husband 🤵🏾‍♂️ Proud Veteran🎖Sneaker Enthusiast 👟 Plus Some… If You Stand for Nothing You’ll Fall for Anything ✊🏾,"@efiorentino31 @wilcocarla @nikestore @Nike @KingJames Thanks E, I’m digging them myself! Plus there super comfy 🙌🏾",,Twitter for iPhone
1350,Mo,I'm never beating the 'she's so weird' allegations.,Wamemaliza deo za Dove kwa shelves vile tu walimaliza za Adidas. Wth is happening surely.,,Twitter for Android
1351,Nacho Jesus,"Just a normal dude abiding by and obeying the laws of quantum physics in the multiverse. Also, be nice to me, I have powerful friends so there's that...",@tearsintherain1 @memesus77 @Michaeldoge420 @IamCelineMarie @QuantumFekT @StarshipDock @TheKatsKid1 @ALi3NKAT @watawatadayone @AndreMillaire @Lionelclone1 @PryZmRuleZZ @lottkaren54 @SpadersNFTs @Rajtwittz @DogeAccept @musicphantom69 @jewel_gardener @d1dave123 @dawnheartLRPS @sofakingdoge2nd @kym_head @YeshuaisSavior @PiaPanda96 @PleiadesPlZ @YadiraRussell9 @YOUniverse999 @MaximoBanksy @bugaloo_2 @13dogecoin @boozelee86 @h_artsNcrafts @MarshaW15161057 @codehurtsbrain @elonmusk @Tesla @Tesla_Megapack @Grimezsz @dogecoin @Nike @historydefined @HistoryInPics @NelsonMandela @YourHomeMars @SpaceX No no I was assigning bed time to Michael for my art https://t.co/HcUA76H03c,,Twitter for Android
1352,Deals Under Cost,"Follow for notifications on the latest deals and jigs on Tech, Home, Electronics, Shopping and more! | @KicksUnderCost @ClothesUndrCost @CardsUnderCost",ClothesUndrCost: Nike Sportswear Club Fleece Sanctuary Pants On Sale Over 40% Off https://t.co/0d2QX3hNtv,,IFTTT
1353,Brett J Rosen,"Live Multicam Director 🔴🎥 | “eyyy, I’m taeking here!”",@alves_agsma @awoodustin Need those shoes @adidas,,Twitter Web App
1354,Restock4Sure,"Subscribe for Free °beta°
Push notification with profitable products 👨‍🍳","Slamjam US Restock: Nike Wmns Jordan Hex Mules University Red

🇺🇸: https://t.co/KVCik5dFDl

#Sneakers https://t.co/MMgyL9a02U",['Sneakers'],Restock4S
1355,S4S - Sneakers Restock 💯 FREE Service !,🔎 1st Ultimate Sneakers Finder 🤑👟 Compare +40k products price over 200 Shops | 🗓️ Calendar / 🔗 Links,"Slamjam US Restock: Nike Wmns Jordan Hex Mules University Red

🇺🇸: https://t.co/xD0Z8gkefp

#Sneakers https://t.co/vz3AX5ZJfd",['Sneakers'],sneaks4sure
1356,sei🌟,african american - trans • 14 -  proship dni - serizawa’s husband - he/him - one in a krillion,"@8Pastelvxbez8 One two buckle my shoee three fouur buckle some moree five six, nike kicks!",,Twitter for iPad
1357,Restock4Sure,"Subscribe for Free °beta°
Push notification with profitable products 👨‍🍳","Slamjam EU Restock: Nike Wmns Jordan Hex Mules University Red

🇪🇺: https://t.co/ITq6P5svrD

#Sneakers https://t.co/QglvEtT2eN",['Sneakers'],Restock4S
1358,S4S - Sneakers Restock 💯 FREE Service !,🔎 1st Ultimate Sneakers Finder 🤑👟 Compare +40k products price over 200 Shops | 🗓️ Calendar / 🔗 Links,"Slamjam EU Restock: Nike Wmns Jordan Hex Mules University Red

🇪🇺: https://t.co/JgL0uoQbyJ

#Sneakers https://t.co/RIFVOkpX0X",['Sneakers'],sneaks4sure
1359,PinkNews,"World’s most read & watched LGBTQ+ digital media publisher. Join @MyPinkNews to support our award winning, robust & meaningful LGBTQ+ media. Snapchat: PinkNews.",Woman burns Nike sports bra in pathetic protest over collab with trans TikToker Dylan Mulvaney https://t.co/FGoCMnpNv5,,TweetDeck Web App
1360,Raechee,"❤️🦾striving to help humanity , everyday ,forever 👍🤩🦾🔥❤️",@nachodelaheysus @tearsintherain1 @Michaeldoge420 @IamCelineMarie @QuantumFekT @StarshipDock @TheKatsKid1 @ALi3NKAT @watawatadayone @AndreMillaire @Lionelclone1 @PryZmRuleZZ @lottkaren54 @SpadersNFTs @Rajtwittz @DogeAccept @musicphantom69 @jewel_gardener @d1dave123 @dawnheartLRPS @sofakingdoge2nd @kym_head @YeshuaisSavior @PiaPanda96 @PleiadesPlZ @YadiraRussell9 @YOUniverse999 @MaximoBanksy @bugaloo_2 @13dogecoin @boozelee86 @h_artsNcrafts @MarshaW15161057 @codehurtsbrain @elonmusk @Tesla @Tesla_Megapack @Grimezsz @dogecoin @Nike @historydefined @HistoryInPics @NelsonMandela @YourHomeMars @SpaceX Whoa right bro 😎! https://t.co/xSpmQLZQIe,,Twitter for iPhone
1361,Anthony,"Union activist, Roman Catholic, Degree in Journalism, and a proud Italian American",@obie_by_obie @NoLieWithBTC @mtgreenee Why don't we look at others as an example. When we look at Nike. Why don't we look at the NFL . Why don't we look at Disney. All the cancel culture boycotts by the right wing... did nothing. Sooner or later you guys are going to have to realize you're the minority,,Twitter for Android
1362,Amylynn,Kenley 👶🏽 Olive 🐶 Sushi 🐈‍⬛,"New Jordans for the collection. 

It’s a collection at this point. https://t.co/z0QX3MJ14c",,Twitter for iPhone
1363,Men Shoes,Men's Shoes. Selected Items. Product Information. Daily Updated (eBay Links),NIKE AIR FORCE 1 LEATHER MENS BASKETBALL SHOES https://t.co/tJMwjhOxE1 eBay https://t.co/VmJQxSCkwP,,dlvr.it
1364,Raechee,"❤️🦾striving to help humanity , everyday ,forever 👍🤩🦾🔥❤️",@nachodelaheysus @Michaeldoge420 @tearsintherain1 @IamCelineMarie @QuantumFekT @StarshipDock @TheKatsKid1 @ALi3NKAT @watawatadayone @AndreMillaire @Lionelclone1 @PryZmRuleZZ @lottkaren54 @SpadersNFTs @Rajtwittz @DogeAccept @musicphantom69 @jewel_gardener @d1dave123 @dawnheartLRPS @sofakingdoge2nd @kym_head @YeshuaisSavior @PiaPanda96 @PleiadesPlZ @YadiraRussell9 @YOUniverse999 @MaximoBanksy @bugaloo_2 @13dogecoin @boozelee86 @h_artsNcrafts @MarshaW15161057 @codehurtsbrain @elonmusk @Tesla @Tesla_Megapack @Grimezsz @dogecoin @Nike @historydefined @HistoryInPics @NelsonMandela @YourHomeMars @SpaceX Here let me tuck  u in…. https://t.co/8aOV3i40iZ,,Twitter for iPhone
1365,Nacho Jesus,"Just a normal dude abiding by and obeying the laws of quantum physics in the multiverse. Also, be nice to me, I have powerful friends so there's that...",@memesus77 @tearsintherain1 @Michaeldoge420 @IamCelineMarie @QuantumFekT @StarshipDock @TheKatsKid1 @ALi3NKAT @watawatadayone @AndreMillaire @Lionelclone1 @PryZmRuleZZ @lottkaren54 @SpadersNFTs @Rajtwittz @DogeAccept @musicphantom69 @jewel_gardener @d1dave123 @dawnheartLRPS @sofakingdoge2nd @kym_head @YeshuaisSavior @PiaPanda96 @PleiadesPlZ @YadiraRussell9 @YOUniverse999 @MaximoBanksy @bugaloo_2 @13dogecoin @boozelee86 @h_artsNcrafts @MarshaW15161057 @codehurtsbrain @elonmusk @Tesla @Tesla_Megapack @Grimezsz @dogecoin @Nike @historydefined @HistoryInPics @NelsonMandela @YourHomeMars @SpaceX Woah https://t.co/lQ0VSzMd2O,,Twitter for Android
1366,Derinda,,Hold Congressional Hearings on... #care2 https://t.co/Gs49ZEdvzX,['care2'],Twitter Web App
1367,Starrlord 2316,,"Join this exclusive Drop on Whatnot for a Air Yeezy 2 Pure Platinum.
https://t.co/tW4jTZlTaR",,Twitter for Android
1368,Modern Notoriety,"Sneakers, Streetwear, Culture | Media inquiries can be sent to: info@modernnotoriety.com",THORN x adidas Supernova by @PUSHA_T debuted at Coachella 2023 https://t.co/Kej1r3Qyil,,Twitter Web App
1369,Gary Mckoy,Father of 2025 Kaylin (Kay) McKoy CG GPA 3.6 Kay’s Instagram: kayymckoyyy. Kay’s Twitter: kaylin_mckoy,Great weekend ladies. Don’t sleep on this team 3-0 @InsiderExposure WarGames SuperScrimmage. Next stop @BooWilliamsAAU Nike session 1. https://t.co/y5AyxxU4gb,,Twitter for iPhone
1370,Rae KATSHOP💿,"MAD DOC gaming on an exoplanet, creating art in hell. Host of ACID DREAM podcast. insta:opiuminsheets",@VenturaArabe Why did he make an entire song about kids getting killed for Jordans💀💀,,Twitter for iPhone
1371,Trinity,"#RepublicansAreTheProblem
#ExpandTheSupremeCourt 
#ClimateEmergency
#VoteBlueNoMatterWho
#LGTBQIA 🏳️‍🌈 
#AbortionIsSafe
#VotingRightsAct
#PinkWave 

NO DMs!!","Jim Jordan’s latest Big Lie https://t.co/WErrW8klbk 

Bannon's ""Flood the zone with shit"" is really working for these fuking lunatics.

And the Democrats are clueless as to what to do about it.

#RepublicansAreDestroyingAmerica",,Twitter Web App
1372,👁️ Sneaker Visionz 👁️,"👟 Sneakers | 🚨 Restocks | 🚀 Releases | 🤑 Deals

Some Tweets May Contain Affiliate Links. We Will Cop For Retail 🙌","AD: Air Jordan 1 High OG Lucky Green 🍀

DTLR https://t.co/ZBUGBfku0G
Nike https://t.co/QK4aW84Jtt
Foot Locker https://t.co/cQuqNu4qE4
Snipes https://t.co/4BrgzYXRNN
Shoe Palace https://t.co/HCe9WMlpEl
Finish Line https://t.co/QZnVDMJvKV
JD Sports https://t.co/uCYP5lf3Zi
Champs… https://t.co/Jc0bsuVIhv https://t.co/4cVhAzTFDA",,Twitter Web App
1373,Mike Honcho,,@Realrclark25 Yes!!! Nike has a few on their website,,Twitter for iPhone
1374,Jeremiah Martinez,SHoe and Hat collector,@310diddy @Nike @nikestore @dotSWOOSH I'm ready 😂🙏,,Twitter for Android
1375,Restock4Sure,"Subscribe for Free °beta°
Push notification with profitable products 👨‍🍳","JDSports EU Restock: Nike Dunk High Children

🇩🇪: https://t.co/aMw9qZmlKq
🇫🇷: https://t.co/jvbF2pn5sL
🇮🇹: https://t.co/PHjVdkiT9o
🇳🇱: https://t.co/5ktMJeWiqz
🇬🇧: https://t.co/xjEjQkuZWv

#Sneakers https://t.co/rr3MiHzES3",,Restock4S
1376,S4S - Sneakers Restock 💯 FREE Service !,🔎 1st Ultimate Sneakers Finder 🤑👟 Compare +40k products price over 200 Shops | 🗓️ Calendar / 🔗 Links,"JDSports EU Restock: Nike Dunk High Children

🇩🇪: https://t.co/YcOfXhHOMZ
🇫🇷: https://t.co/YuowxwbKwx
🇮🇹: https://t.co/lg12F07nLM
🇳🇱: https://t.co/l0d1LVIOcG
🇬🇧: https://t.co/CYwl1RUiKi

#Sneakers https://t.co/DYWZNkCj31",,sneaks4sure
1377,Ann🦩,"Rooting for 🖤 Andrey Rublev + his bois, Fritz my fav HOH-king, foki 🤸🏼, domi und nico & 🧡MAX🧡","@motsdangereux Been trying to find a pattern as well, with the nike shorts he would usually carry the second in the pocket, now with rublo it seems like he usually doesn’t, but sometimes he does 🤯😂",,Twitter for iPhone
1378,Team M-XIV Boys,We represent the Adidas Gold boys & 17U National teams of @M14Hoops. @Adidas3SGB & @phcircuit‼️ #Repthe14,"15U Adidas Gold finish off @phcircuit with a 75-51 win over Wisconsin Crusaders Premier. The Boys went 4-0 in the A Pool‼️ 

@OtisP123 22pts 
@themasonlockett 13pts, 5 rebs
@_jaydenriley 11pts, 5 assts
@ThaddeausTj 10pts
@louie_arzon 7pts, 6 rebs 
Ethan Iacob 6pts
@eddieaustin_2… https://t.co/G8YNeIGxyB https://t.co/ERBA1pfDZ8",,Twitter for iPhone
1379,Nacho Jesus,"Just a normal dude abiding by and obeying the laws of quantum physics in the multiverse. Also, be nice to me, I have powerful friends so there's that...",@memesus77 @Michaeldoge420 @tearsintherain1 @IamCelineMarie @QuantumFekT @StarshipDock @TheKatsKid1 @ALi3NKAT @watawatadayone @AndreMillaire @Lionelclone1 @PryZmRuleZZ @lottkaren54 @SpadersNFTs @Rajtwittz @DogeAccept @musicphantom69 @jewel_gardener @d1dave123 @dawnheartLRPS @sofakingdoge2nd @kym_head @YeshuaisSavior @PiaPanda96 @PleiadesPlZ @YadiraRussell9 @YOUniverse999 @MaximoBanksy @bugaloo_2 @13dogecoin @boozelee86 @h_artsNcrafts @MarshaW15161057 @codehurtsbrain @elonmusk @Tesla @Tesla_Megapack @Grimezsz @dogecoin @Nike @historydefined @HistoryInPics @NelsonMandela @YourHomeMars @SpaceX Bedtime https://t.co/SpjmKn1qqi,,Twitter for Android
1380,Naykei McLovin,FINAHIA L3A9TY?,Stop wearing NIKE shoes with adidas socks alqlawi,,Twitter for iPhone
1381,Richie Rich,Avid runner & triathlete,I ran 5.15 miles with Nike⁠ Run Club #JustDoIt 66° and 76% humidity with mostly cloudy skies and some very dark clouds. Very dreary. 🏃🏼🏃🏼🏃🏼💥 https://t.co/33hKXtvm7h,['JustDoIt'],Twitter for iPhone
1382,UVU Baseball,Official Twitter account of Utah Valley University Baseball #GoUVU | @GoUVU 2016 WAC Tournament Champions 🏆,"What A Weekend 

#GoUVU #UVU #ProtectTheDen #WAC #NCAA #baseball #collegebaseball #homerun #utahvalley #orem #provo #athlete #letsgo #adidas #sports #D1 https://t.co/wZibu7pVPI","['GoUVU', 'UVU', 'ProtectTheDen', 'WAC', 'NCAA', 'baseball', 'collegebaseball', 'homerun', 'utahvalley', 'orem', 'provo']",Twitter for iPhone
1383,TopTwitch,"Top Twitch, farmenado clips, de lo mejor de lo mejor de Twitch. 

Enviame clips!!",@DailyLoud Yeezy season coming,,Twitter for iPhone
1384,Wendy,I live in NYC. I used to be super proud of that. Ex lawyer. Def not a grammarian. Politically disgusted.,@amuse Whelp. Nike supports this messaging. They should allow them to their entire HQ space free of charge at all hours.,,Twitter Web App
1385,👟 Deadstock Deals 👟,"👟Top Rated Discounts and Sales on Amazon and Limited Sneakers!
👟Early Links for Exclusive Releases!
👟All Links from 100% Authentic Retailers!","Apple iPhone Deal! Apple iPhone 12 Mini. 256GB. Green - Unlocked (Renewed Premium)
NOW: $450.00
WAS: $565.00
CLICK FOR DEAL LINK!
https://t.co/cKOyFxK7vR

#TheNorthFace #Nike #adidas #Hypebeast #Amazon #eBay https://t.co/I905JC0yn2",,Blog2Social APP
1386,GreyJay75,,"@TheNBACentral @SneakerNews They should've signed with nike instead of jordan brand. There has never been a hot team jordan shoe yet. Lowkey, I feel like jordan is sabotaging these dudes. 2 thinks I've never heard anyone say.....I wanna get them team jordan shoes.....or put on that silk the shocker🤷🏿‍♂️🤣 https://t.co/0nG0QKO2mg",,Twitter for Android
1387,David Vadnais,,Ran 3.10 miles with Nike⁠ Run Club #JustDoIt when you little bit crushes his race today you have to get out there and get some miles #teamrandibandanas #randibandanas #sundayrunday #couplesrun #boopsrunning https://t.co/ZcqP0gADA6,['JustDoIt'],Twitter for iPhone
1388,MK✨,SC : mk.kaylaa ✨ Raleigh 💙,"Today was good , most def going to bed early",,Twitter for iPhone
1389,Aaron Dowson,Married Big stupid man-ape. Parody,Somebody totally fucked up this pair of Jordans https://t.co/VtnOjEltuT,,Twitter for iPhone
1390,Nike,"fashion designer, please visit my business page on IG @nike_loran","And he spake a parable unto them to this end, that men ought always to pray, and not to faint;",,Twitter for iPhone
1391,efiorentino,"❥ sneakers, makeup, & metallica ☀︎︎ ♍︎ ☽ ♓︎ ♡","@TheReal_JMillz_ @wilcocarla @nikestore @Nike @KingJames love these, J",,Twitter for iPhone
1392,Kicks Under Cost,Follow For The BEST Sneaker Deals From Your Favorite Brands | @ClothesUndrCost | Women’s: @StylistSteals | @DealsUnderCost,Nike Sportswear Club Fleece Sanctuary Pants On Sale Over 40% Off https://t.co/gt7T7YGOf8,,IFTTT
1393,SNKR_TWITR,"Connecting the Sneaker Community to Footwear, Apparel, Accessories.Tweets may contain affiliate links. Not affiliated with Twitter. Also follow @snkr_links","AD: $168  for the Jordan Retro 7 ‘Cardinal’ w/code MOMSDAY

Shop -&gt; https://t.co/1w0GhPUSRm https://t.co/SU2zaYxNDk",,Twitter for iPhone
1394,Clothes Under Cost,Daily Clothing and Streetwear Deals | Always 100% Authentic | Savings and Coupons | @KicksUnderCost |,Nike Sportswear Club Fleece Sanctuary Pants On Sale Over 40% Off https://t.co/ZXV7Yo053N,,Buffer
1395,AJ,"•New York Yankees Baseball•UConn Huskies Basketball•New York Giants Football•
🇺🇸🇮🇹🇮🇪",Fan screaming right in Jordans back swing? Jerkoff move.,,Twitter for Android
